row_id,date,country,store,product,num_sold
31152,31152,2018-10-12,Belgium,KaggleMart,Kaggle Advanced Techniques,344.0
31200,31200,2018-10-13,Belgium,KaggleMart,Kaggle Advanced Techniques,358.0
31248,31248,2018-10-14,Belgium,KaggleMart,Kaggle Advanced Techniques,361.0
31296,31296,2018-10-15,Belgium,KaggleMart,Kaggle Advanced Techniques,322.0
31344,31344,2018-10-16,Belgium,KaggleMart,Kaggle Advanced Techniques,325.0
31392,31392,2018-10-17,Belgium,KaggleMart,Kaggle Advanced Techniques,323.0
31440,31440,2018-10-18,Belgium,KaggleMart,Kaggle Advanced Techniques,320.0
31488,31488,2018-10-19,Belgium,KaggleMart,Kaggle Advanced Techniques,349.0
31536,31536,2018-10-20,Belgium,KaggleMart,Kaggle Advanced Techniques,356.0
31584,31584,2018-10-21,Belgium,KaggleMart,Kaggle Advanced Techniques,358.0
31632,31632,2018-10-22,Belgium,KaggleMart,Kaggle Advanced Techniques,293.0
31680,31680,2018-10-23,Belgium,KaggleMart,Kaggle Advanced Techniques,296.0
31728,31728,2018-10-24,Belgium,KaggleMart,Kaggle Advanced Techniques,312.0
31776,31776,2018-10-25,Belgium,KaggleMart,Kaggle Advanced Techniques,347.0
31824,31824,2018-10-26,Belgium,KaggleMart,Kaggle Advanced Techniques,315.0
31872,31872,2018-10-27,Belgium,KaggleMart,Kaggle Advanced Techniques,358.0
31920,31920,2018-10-28,Belgium,KaggleMart,Kaggle Advanced Techniques,382.0
31968,31968,2018-10-29,Belgium,KaggleMart,Kaggle Advanced Techniques,321.0
32016,32016,2018-10-30,Belgium,KaggleMart,Kaggle Advanced Techniques,317.0
32064,32064,2018-10-31,Belgium,KaggleMart,Kaggle Advanced Techniques,336.0
32112,32112,2018-11-01,Belgium,KaggleMart,Kaggle Advanced Techniques,315.0
32160,32160,2018-11-02,Belgium,KaggleMart,Kaggle Advanced Techniques,347.0
32208,32208,2018-11-03,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
32256,32256,2018-11-04,Belgium,KaggleMart,Kaggle Advanced Techniques,425.0
32304,32304,2018-11-05,Belgium,KaggleMart,Kaggle Advanced Techniques,374.0
32352,32352,2018-11-06,Belgium,KaggleMart,Kaggle Advanced Techniques,400.0
32400,32400,2018-11-07,Belgium,KaggleMart,Kaggle Advanced Techniques,395.0
32448,32448,2018-11-08,Belgium,KaggleMart,Kaggle Advanced Techniques,341.0
32496,32496,2018-11-09,Belgium,KaggleMart,Kaggle Advanced Techniques,366.0
32544,32544,2018-11-10,Belgium,KaggleMart,Kaggle Advanced Techniques,381.0
32592,32592,2018-11-11,Belgium,KaggleMart,Kaggle Advanced Techniques,370.0
32640,32640,2018-11-12,Belgium,KaggleMart,Kaggle Advanced Techniques,329.0
32688,32688,2018-11-13,Belgium,KaggleMart,Kaggle Advanced Techniques,356.0
32736,32736,2018-11-14,Belgium,KaggleMart,Kaggle Advanced Techniques,376.0
32784,32784,2018-11-15,Belgium,KaggleMart,Kaggle Advanced Techniques,386.0
32832,32832,2018-11-16,Belgium,KaggleMart,Kaggle Advanced Techniques,345.0
32880,32880,2018-11-17,Belgium,KaggleMart,Kaggle Advanced Techniques,448.0
32928,32928,2018-11-18,Belgium,KaggleMart,Kaggle Advanced Techniques,405.0
32976,32976,2018-11-19,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
33024,33024,2018-11-20,Belgium,KaggleMart,Kaggle Advanced Techniques,351.0
33072,33072,2018-11-21,Belgium,KaggleMart,Kaggle Advanced Techniques,335.0
33120,33120,2018-11-22,Belgium,KaggleMart,Kaggle Advanced Techniques,318.0
33168,33168,2018-11-23,Belgium,KaggleMart,Kaggle Advanced Techniques,363.0
33216,33216,2018-11-24,Belgium,KaggleMart,Kaggle Advanced Techniques,386.0
33264,33264,2018-11-25,Belgium,KaggleMart,Kaggle Advanced Techniques,433.0
33312,33312,2018-11-26,Belgium,KaggleMart,Kaggle Advanced Techniques,366.0
33360,33360,2018-11-27,Belgium,KaggleMart,Kaggle Advanced Techniques,347.0
33408,33408,2018-11-28,Belgium,KaggleMart,Kaggle Advanced Techniques,326.0
33456,33456,2018-11-29,Belgium,KaggleMart,Kaggle Advanced Techniques,354.0
33504,33504,2018-11-30,Belgium,KaggleMart,Kaggle Advanced Techniques,353.0
33552,33552,2018-12-01,Belgium,KaggleMart,Kaggle Advanced Techniques,401.0
33600,33600,2018-12-02,Belgium,KaggleMart,Kaggle Advanced Techniques,403.0
33648,33648,2018-12-03,Belgium,KaggleMart,Kaggle Advanced Techniques,322.0
33696,33696,2018-12-04,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
33744,33744,2018-12-05,Belgium,KaggleMart,Kaggle Advanced Techniques,348.0
33792,33792,2018-12-06,Belgium,KaggleMart,Kaggle Advanced Techniques,367.0
33840,33840,2018-12-07,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
33888,33888,2018-12-08,Belgium,KaggleMart,Kaggle Advanced Techniques,395.0
33936,33936,2018-12-09,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
33984,33984,2018-12-10,Belgium,KaggleMart,Kaggle Advanced Techniques,342.0
34032,34032,2018-12-11,Belgium,KaggleMart,Kaggle Advanced Techniques,336.0
34080,34080,2018-12-12,Belgium,KaggleMart,Kaggle Advanced Techniques,375.0
34128,34128,2018-12-13,Belgium,KaggleMart,Kaggle Advanced Techniques,341.0
34176,34176,2018-12-14,Belgium,KaggleMart,Kaggle Advanced Techniques,378.0
34224,34224,2018-12-15,Belgium,KaggleMart,Kaggle Advanced Techniques,391.0
34272,34272,2018-12-16,Belgium,KaggleMart,Kaggle Advanced Techniques,426.0
34320,34320,2018-12-17,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
34368,34368,2018-12-18,Belgium,KaggleMart,Kaggle Advanced Techniques,403.0
34416,34416,2018-12-19,Belgium,KaggleMart,Kaggle Advanced Techniques,387.0
34464,34464,2018-12-20,Belgium,KaggleMart,Kaggle Advanced Techniques,400.0
34512,34512,2018-12-21,Belgium,KaggleMart,Kaggle Advanced Techniques,380.0
34560,34560,2018-12-22,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
34608,34608,2018-12-23,Belgium,KaggleMart,Kaggle Advanced Techniques,481.0
34656,34656,2018-12-24,Belgium,KaggleMart,Kaggle Advanced Techniques,383.0
34704,34704,2018-12-25,Belgium,KaggleMart,Kaggle Advanced Techniques,426.0
34752,34752,2018-12-26,Belgium,KaggleMart,Kaggle Advanced Techniques,475.0
34800,34800,2018-12-27,Belgium,KaggleMart,Kaggle Advanced Techniques,449.2096774193548
34848,34848,2018-12-28,Belgium,KaggleMart,Kaggle Advanced Techniques,449.2096774193548
34896,34896,2018-12-29,Belgium,KaggleMart,Kaggle Advanced Techniques,449.2096774193548
34944,34944,2018-12-30,Belgium,KaggleMart,Kaggle Advanced Techniques,449.2096774193548
34992,34992,2018-12-31,Belgium,KaggleMart,Kaggle Advanced Techniques,449.2096774193548
35040,35040,2019-01-01,Belgium,KaggleMart,Kaggle Advanced Techniques,432.48387096774195
35088,35088,2019-01-02,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
35136,35136,2019-01-03,Belgium,KaggleMart,Kaggle Advanced Techniques,464.0
35184,35184,2019-01-04,Belgium,KaggleMart,Kaggle Advanced Techniques,486.0
35232,35232,2019-01-05,Belgium,KaggleMart,Kaggle Advanced Techniques,432.48387096774195
35280,35280,2019-01-06,Belgium,KaggleMart,Kaggle Advanced Techniques,512.0
35328,35328,2019-01-07,Belgium,KaggleMart,Kaggle Advanced Techniques,449.0
35376,35376,2019-01-08,Belgium,KaggleMart,Kaggle Advanced Techniques,423.0
35424,35424,2019-01-09,Belgium,KaggleMart,Kaggle Advanced Techniques,417.0
35472,35472,2019-01-10,Belgium,KaggleMart,Kaggle Advanced Techniques,414.0
35520,35520,2019-01-11,Belgium,KaggleMart,Kaggle Advanced Techniques,398.0
35568,35568,2019-01-12,Belgium,KaggleMart,Kaggle Advanced Techniques,472.0
35616,35616,2019-01-13,Belgium,KaggleMart,Kaggle Advanced Techniques,432.48387096774195
35664,35664,2019-01-14,Belgium,KaggleMart,Kaggle Advanced Techniques,398.0
35712,35712,2019-01-15,Belgium,KaggleMart,Kaggle Advanced Techniques,417.0
35760,35760,2019-01-16,Belgium,KaggleMart,Kaggle Advanced Techniques,432.0
35808,35808,2019-01-17,Belgium,KaggleMart,Kaggle Advanced Techniques,435.0
35856,35856,2019-01-18,Belgium,KaggleMart,Kaggle Advanced Techniques,435.0
35904,35904,2019-01-19,Belgium,KaggleMart,Kaggle Advanced Techniques,431.0
35952,35952,2019-01-20,Belgium,KaggleMart,Kaggle Advanced Techniques,467.0
36000,36000,2019-01-21,Belgium,KaggleMart,Kaggle Advanced Techniques,443.0
36048,36048,2019-01-22,Belgium,KaggleMart,Kaggle Advanced Techniques,396.0
36096,36096,2019-01-23,Belgium,KaggleMart,Kaggle Advanced Techniques,430.0
36144,36144,2019-01-24,Belgium,KaggleMart,Kaggle Advanced Techniques,405.0
36192,36192,2019-01-25,Belgium,KaggleMart,Kaggle Advanced Techniques,443.0
36240,36240,2019-01-26,Belgium,KaggleMart,Kaggle Advanced Techniques,498.0
36288,36288,2019-01-27,Belgium,KaggleMart,Kaggle Advanced Techniques,476.0
36336,36336,2019-01-28,Belgium,KaggleMart,Kaggle Advanced Techniques,477.0
36384,36384,2019-01-29,Belgium,KaggleMart,Kaggle Advanced Techniques,424.0
36432,36432,2019-01-30,Belgium,KaggleMart,Kaggle Advanced Techniques,434.0
36480,36480,2019-01-31,Belgium,KaggleMart,Kaggle Advanced Techniques,476.0
36528,36528,2019-02-01,Belgium,KaggleMart,Kaggle Advanced Techniques,454.0
36576,36576,2019-02-02,Belgium,KaggleMart,Kaggle Advanced Techniques,504.0
36624,36624,2019-02-03,Belgium,KaggleMart,Kaggle Advanced Techniques,516.0
36672,36672,2019-02-04,Belgium,KaggleMart,Kaggle Advanced Techniques,440.0
36720,36720,2019-02-05,Belgium,KaggleMart,Kaggle Advanced Techniques,432.0
36768,36768,2019-02-06,Belgium,KaggleMart,Kaggle Advanced Techniques,458.0
36816,36816,2019-02-07,Belgium,KaggleMart,Kaggle Advanced Techniques,459.0
36864,36864,2019-02-08,Belgium,KaggleMart,Kaggle Advanced Techniques,481.0
36912,36912,2019-02-09,Belgium,KaggleMart,Kaggle Advanced Techniques,483.0
36960,36960,2019-02-10,Belgium,KaggleMart,Kaggle Advanced Techniques,516.0
37008,37008,2019-02-11,Belgium,KaggleMart,Kaggle Advanced Techniques,416.0
37056,37056,2019-02-12,Belgium,KaggleMart,Kaggle Advanced Techniques,438.0
37104,37104,2019-02-13,Belgium,KaggleMart,Kaggle Advanced Techniques,459.0
37152,37152,2019-02-14,Belgium,KaggleMart,Kaggle Advanced Techniques,420.0
37200,37200,2019-02-15,Belgium,KaggleMart,Kaggle Advanced Techniques,457.0
37248,37248,2019-02-16,Belgium,KaggleMart,Kaggle Advanced Techniques,533.0
37296,37296,2019-02-17,Belgium,KaggleMart,Kaggle Advanced Techniques,576.0
37344,37344,2019-02-18,Belgium,KaggleMart,Kaggle Advanced Techniques,463.0
37392,37392,2019-02-19,Belgium,KaggleMart,Kaggle Advanced Techniques,429.0
37440,37440,2019-02-20,Belgium,KaggleMart,Kaggle Advanced Techniques,420.0
37488,37488,2019-02-21,Belgium,KaggleMart,Kaggle Advanced Techniques,444.0
37536,37536,2019-02-22,Belgium,KaggleMart,Kaggle Advanced Techniques,469.0
37584,37584,2019-02-23,Belgium,KaggleMart,Kaggle Advanced Techniques,573.0
37632,37632,2019-02-24,Belgium,KaggleMart,Kaggle Advanced Techniques,497.0
37680,37680,2019-02-25,Belgium,KaggleMart,Kaggle Advanced Techniques,466.0
37728,37728,2019-02-26,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
37776,37776,2019-02-27,Belgium,KaggleMart,Kaggle Advanced Techniques,453.0
37824,37824,2019-02-28,Belgium,KaggleMart,Kaggle Advanced Techniques,506.0
37872,37872,2019-03-01,Belgium,KaggleMart,Kaggle Advanced Techniques,489.0
37920,37920,2019-03-02,Belgium,KaggleMart,Kaggle Advanced Techniques,506.0
37968,37968,2019-03-03,Belgium,KaggleMart,Kaggle Advanced Techniques,605.0
38016,38016,2019-03-04,Belgium,KaggleMart,Kaggle Advanced Techniques,466.0
38064,38064,2019-03-05,Belgium,KaggleMart,Kaggle Advanced Techniques,434.0
38112,38112,2019-03-06,Belgium,KaggleMart,Kaggle Advanced Techniques,490.0
38160,38160,2019-03-07,Belgium,KaggleMart,Kaggle Advanced Techniques,475.0
38208,38208,2019-03-08,Belgium,KaggleMart,Kaggle Advanced Techniques,510.0
38256,38256,2019-03-09,Belgium,KaggleMart,Kaggle Advanced Techniques,494.0
38304,38304,2019-03-10,Belgium,KaggleMart,Kaggle Advanced Techniques,495.0
38352,38352,2019-03-11,Belgium,KaggleMart,Kaggle Advanced Techniques,492.0
38400,38400,2019-03-12,Belgium,KaggleMart,Kaggle Advanced Techniques,488.0
38448,38448,2019-03-13,Belgium,KaggleMart,Kaggle Advanced Techniques,481.0
38496,38496,2019-03-14,Belgium,KaggleMart,Kaggle Advanced Techniques,447.0
38544,38544,2019-03-15,Belgium,KaggleMart,Kaggle Advanced Techniques,496.0
38592,38592,2019-03-16,Belgium,KaggleMart,Kaggle Advanced Techniques,522.0
38640,38640,2019-03-17,Belgium,KaggleMart,Kaggle Advanced Techniques,573.0
38688,38688,2019-03-18,Belgium,KaggleMart,Kaggle Advanced Techniques,482.0
38736,38736,2019-03-19,Belgium,KaggleMart,Kaggle Advanced Techniques,456.0
38784,38784,2019-03-20,Belgium,KaggleMart,Kaggle Advanced Techniques,465.0
38832,38832,2019-03-21,Belgium,KaggleMart,Kaggle Advanced Techniques,488.0
38880,38880,2019-03-22,Belgium,KaggleMart,Kaggle Advanced Techniques,477.0
38928,38928,2019-03-23,Belgium,KaggleMart,Kaggle Advanced Techniques,567.0
38976,38976,2019-03-24,Belgium,KaggleMart,Kaggle Advanced Techniques,539.0
39024,39024,2019-03-25,Belgium,KaggleMart,Kaggle Advanced Techniques,478.0
39072,39072,2019-03-26,Belgium,KaggleMart,Kaggle Advanced Techniques,455.0
39120,39120,2019-03-27,Belgium,KaggleMart,Kaggle Advanced Techniques,510.0
39168,39168,2019-03-28,Belgium,KaggleMart,Kaggle Advanced Techniques,500.0
39216,39216,2019-03-29,Belgium,KaggleMart,Kaggle Advanced Techniques,526.0
39264,39264,2019-03-30,Belgium,KaggleMart,Kaggle Advanced Techniques,553.0
39312,39312,2019-03-31,Belgium,KaggleMart,Kaggle Advanced Techniques,601.0
39360,39360,2019-04-01,Belgium,KaggleMart,Kaggle Advanced Techniques,466.0
39408,39408,2019-04-02,Belgium,KaggleMart,Kaggle Advanced Techniques,448.0
39456,39456,2019-04-03,Belgium,KaggleMart,Kaggle Advanced Techniques,518.0
39504,39504,2019-04-04,Belgium,KaggleMart,Kaggle Advanced Techniques,455.0
39552,39552,2019-04-05,Belgium,KaggleMart,Kaggle Advanced Techniques,462.0
39600,39600,2019-04-06,Belgium,KaggleMart,Kaggle Advanced Techniques,587.0
39648,39648,2019-04-07,Belgium,KaggleMart,Kaggle Advanced Techniques,553.0
39696,39696,2019-04-08,Belgium,KaggleMart,Kaggle Advanced Techniques,519.0
39744,39744,2019-04-09,Belgium,KaggleMart,Kaggle Advanced Techniques,485.0
39792,39792,2019-04-10,Belgium,KaggleMart,Kaggle Advanced Techniques,475.0
39840,39840,2019-04-11,Belgium,KaggleMart,Kaggle Advanced Techniques,485.0
39888,39888,2019-04-12,Belgium,KaggleMart,Kaggle Advanced Techniques,508.0
39936,39936,2019-04-13,Belgium,KaggleMart,Kaggle Advanced Techniques,535.0
39984,39984,2019-04-14,Belgium,KaggleMart,Kaggle Advanced Techniques,585.0
40032,40032,2019-04-15,Belgium,KaggleMart,Kaggle Advanced Techniques,488.0
40080,40080,2019-04-16,Belgium,KaggleMart,Kaggle Advanced Techniques,481.0
40128,40128,2019-04-17,Belgium,KaggleMart,Kaggle Advanced Techniques,492.0
40176,40176,2019-04-18,Belgium,KaggleMart,Kaggle Advanced Techniques,466.0
40224,40224,2019-04-19,Belgium,KaggleMart,Kaggle Advanced Techniques,514.0
40272,40272,2019-04-20,Belgium,KaggleMart,Kaggle Advanced Techniques,528.0
40320,40320,2019-04-21,Belgium,KaggleMart,Kaggle Advanced Techniques,582.0
40368,40368,2019-04-22,Belgium,KaggleMart,Kaggle Advanced Techniques,483.0
40416,40416,2019-04-23,Belgium,KaggleMart,Kaggle Advanced Techniques,490.0
40464,40464,2019-04-24,Belgium,KaggleMart,Kaggle Advanced Techniques,483.0
40512,40512,2019-04-25,Belgium,KaggleMart,Kaggle Advanced Techniques,517.0
40560,40560,2019-04-26,Belgium,KaggleMart,Kaggle Advanced Techniques,528.0
40608,40608,2019-04-27,Belgium,KaggleMart,Kaggle Advanced Techniques,665.0
40656,40656,2019-04-28,Belgium,KaggleMart,Kaggle Advanced Techniques,595.0
40704,40704,2019-04-29,Belgium,KaggleMart,Kaggle Advanced Techniques,489.0
40752,40752,2019-04-30,Belgium,KaggleMart,Kaggle Advanced Techniques,471.0
40800,40800,2019-05-01,Belgium,KaggleMart,Kaggle Advanced Techniques,472.0
40848,40848,2019-05-02,Belgium,KaggleMart,Kaggle Advanced Techniques,448.0
40896,40896,2019-05-03,Belgium,KaggleMart,Kaggle Advanced Techniques,469.0
40944,40944,2019-05-04,Belgium,KaggleMart,Kaggle Advanced Techniques,625.0
40992,40992,2019-05-05,Belgium,KaggleMart,Kaggle Advanced Techniques,602.0
41040,41040,2019-05-06,Belgium,KaggleMart,Kaggle Advanced Techniques,521.0
41088,41088,2019-05-07,Belgium,KaggleMart,Kaggle Advanced Techniques,499.0
41136,41136,2019-05-08,Belgium,KaggleMart,Kaggle Advanced Techniques,447.0
41184,41184,2019-05-09,Belgium,KaggleMart,Kaggle Advanced Techniques,456.0
41232,41232,2019-05-10,Belgium,KaggleMart,Kaggle Advanced Techniques,461.0
41280,41280,2019-05-11,Belgium,KaggleMart,Kaggle Advanced Techniques,496.0
41328,41328,2019-05-12,Belgium,KaggleMart,Kaggle Advanced Techniques,548.0
41376,41376,2019-05-13,Belgium,KaggleMart,Kaggle Advanced Techniques,453.0
41424,41424,2019-05-14,Belgium,KaggleMart,Kaggle Advanced Techniques,487.0
41472,41472,2019-05-15,Belgium,KaggleMart,Kaggle Advanced Techniques,452.0
41520,41520,2019-05-16,Belgium,KaggleMart,Kaggle Advanced Techniques,489.0
41568,41568,2019-05-17,Belgium,KaggleMart,Kaggle Advanced Techniques,504.0
41616,41616,2019-05-18,Belgium,KaggleMart,Kaggle Advanced Techniques,475.0
41664,41664,2019-05-19,Belgium,KaggleMart,Kaggle Advanced Techniques,513.0
41712,41712,2019-05-20,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
41760,41760,2019-05-21,Belgium,KaggleMart,Kaggle Advanced Techniques,412.0
41808,41808,2019-05-22,Belgium,KaggleMart,Kaggle Advanced Techniques,477.0
41856,41856,2019-05-23,Belgium,KaggleMart,Kaggle Advanced Techniques,458.0
41904,41904,2019-05-24,Belgium,KaggleMart,Kaggle Advanced Techniques,469.0
41952,41952,2019-05-25,Belgium,KaggleMart,Kaggle Advanced Techniques,476.0
42000,42000,2019-05-26,Belgium,KaggleMart,Kaggle Advanced Techniques,584.0
42048,42048,2019-05-27,Belgium,KaggleMart,Kaggle Advanced Techniques,411.0
42096,42096,2019-05-28,Belgium,KaggleMart,Kaggle Advanced Techniques,452.0
42144,42144,2019-05-29,Belgium,KaggleMart,Kaggle Advanced Techniques,405.0
42192,42192,2019-05-30,Belgium,KaggleMart,Kaggle Advanced Techniques,448.0
42240,42240,2019-05-31,Belgium,KaggleMart,Kaggle Advanced Techniques,494.0
42288,42288,2019-06-01,Belgium,KaggleMart,Kaggle Advanced Techniques,500.0
42336,42336,2019-06-02,Belgium,KaggleMart,Kaggle Advanced Techniques,555.0
42384,42384,2019-06-03,Belgium,KaggleMart,Kaggle Advanced Techniques,496.0
42432,42432,2019-06-04,Belgium,KaggleMart,Kaggle Advanced Techniques,522.0
42480,42480,2019-06-05,Belgium,KaggleMart,Kaggle Advanced Techniques,463.0
42528,42528,2019-06-06,Belgium,KaggleMart,Kaggle Advanced Techniques,442.0
42576,42576,2019-06-07,Belgium,KaggleMart,Kaggle Advanced Techniques,414.0
42624,42624,2019-06-08,Belgium,KaggleMart,Kaggle Advanced Techniques,533.0
42672,42672,2019-06-09,Belgium,KaggleMart,Kaggle Advanced Techniques,540.0
42720,42720,2019-06-10,Belgium,KaggleMart,Kaggle Advanced Techniques,392.0
42768,42768,2019-06-11,Belgium,KaggleMart,Kaggle Advanced Techniques,405.0
42816,42816,2019-06-12,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
42864,42864,2019-06-13,Belgium,KaggleMart,Kaggle Advanced Techniques,448.0
42912,42912,2019-06-14,Belgium,KaggleMart,Kaggle Advanced Techniques,476.0
42960,42960,2019-06-15,Belgium,KaggleMart,Kaggle Advanced Techniques,514.0
43008,43008,2019-06-16,Belgium,KaggleMart,Kaggle Advanced Techniques,524.0
43056,43056,2019-06-17,Belgium,KaggleMart,Kaggle Advanced Techniques,388.0
43104,43104,2019-06-18,Belgium,KaggleMart,Kaggle Advanced Techniques,417.0
43152,43152,2019-06-19,Belgium,KaggleMart,Kaggle Advanced Techniques,437.0
43200,43200,2019-06-20,Belgium,KaggleMart,Kaggle Advanced Techniques,403.0
43248,43248,2019-06-21,Belgium,KaggleMart,Kaggle Advanced Techniques,396.0
43296,43296,2019-06-22,Belgium,KaggleMart,Kaggle Advanced Techniques,497.0
43344,43344,2019-06-23,Belgium,KaggleMart,Kaggle Advanced Techniques,505.0
43392,43392,2019-06-24,Belgium,KaggleMart,Kaggle Advanced Techniques,392.0
43440,43440,2019-06-25,Belgium,KaggleMart,Kaggle Advanced Techniques,380.0
43488,43488,2019-06-26,Belgium,KaggleMart,Kaggle Advanced Techniques,437.0
43536,43536,2019-06-27,Belgium,KaggleMart,Kaggle Advanced Techniques,389.0
43584,43584,2019-06-28,Belgium,KaggleMart,Kaggle Advanced Techniques,396.0
43632,43632,2019-06-29,Belgium,KaggleMart,Kaggle Advanced Techniques,464.0
43680,43680,2019-06-30,Belgium,KaggleMart,Kaggle Advanced Techniques,462.0
43728,43728,2019-07-01,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
43776,43776,2019-07-02,Belgium,KaggleMart,Kaggle Advanced Techniques,365.0
43824,43824,2019-07-03,Belgium,KaggleMart,Kaggle Advanced Techniques,416.0
43872,43872,2019-07-04,Belgium,KaggleMart,Kaggle Advanced Techniques,385.0
43920,43920,2019-07-05,Belgium,KaggleMart,Kaggle Advanced Techniques,409.0
43968,43968,2019-07-06,Belgium,KaggleMart,Kaggle Advanced Techniques,427.0
44016,44016,2019-07-07,Belgium,KaggleMart,Kaggle Advanced Techniques,442.0
44064,44064,2019-07-08,Belgium,KaggleMart,Kaggle Advanced Techniques,346.0
44112,44112,2019-07-09,Belgium,KaggleMart,Kaggle Advanced Techniques,368.0
44160,44160,2019-07-10,Belgium,KaggleMart,Kaggle Advanced Techniques,371.0
44208,44208,2019-07-11,Belgium,KaggleMart,Kaggle Advanced Techniques,390.0
44256,44256,2019-07-12,Belgium,KaggleMart,Kaggle Advanced Techniques,408.0
44304,44304,2019-07-13,Belgium,KaggleMart,Kaggle Advanced Techniques,450.0
44352,44352,2019-07-14,Belgium,KaggleMart,Kaggle Advanced Techniques,458.0
44400,44400,2019-07-15,Belgium,KaggleMart,Kaggle Advanced Techniques,364.0
44448,44448,2019-07-16,Belgium,KaggleMart,Kaggle Advanced Techniques,371.0
44496,44496,2019-07-17,Belgium,KaggleMart,Kaggle Advanced Techniques,370.0
44544,44544,2019-07-18,Belgium,KaggleMart,Kaggle Advanced Techniques,364.0
44592,44592,2019-07-19,Belgium,KaggleMart,Kaggle Advanced Techniques,430.0
44640,44640,2019-07-20,Belgium,KaggleMart,Kaggle Advanced Techniques,409.0
44688,44688,2019-07-21,Belgium,KaggleMart,Kaggle Advanced Techniques,405.0
44736,44736,2019-07-22,Belgium,KaggleMart,Kaggle Advanced Techniques,361.0
44784,44784,2019-07-23,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
44832,44832,2019-07-24,Belgium,KaggleMart,Kaggle Advanced Techniques,416.0
44880,44880,2019-07-25,Belgium,KaggleMart,Kaggle Advanced Techniques,374.0
44928,44928,2019-07-26,Belgium,KaggleMart,Kaggle Advanced Techniques,436.0
44976,44976,2019-07-27,Belgium,KaggleMart,Kaggle Advanced Techniques,444.0
45024,45024,2019-07-28,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
45072,45072,2019-07-29,Belgium,KaggleMart,Kaggle Advanced Techniques,363.0
45120,45120,2019-07-30,Belgium,KaggleMart,Kaggle Advanced Techniques,338.0
45168,45168,2019-07-31,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
45216,45216,2019-08-01,Belgium,KaggleMart,Kaggle Advanced Techniques,322.0
45264,45264,2019-08-02,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
45312,45312,2019-08-03,Belgium,KaggleMart,Kaggle Advanced Techniques,400.0
45360,45360,2019-08-04,Belgium,KaggleMart,Kaggle Advanced Techniques,402.0
45408,45408,2019-08-05,Belgium,KaggleMart,Kaggle Advanced Techniques,350.0
45456,45456,2019-08-06,Belgium,KaggleMart,Kaggle Advanced Techniques,344.0
45504,45504,2019-08-07,Belgium,KaggleMart,Kaggle Advanced Techniques,320.0
45552,45552,2019-08-08,Belgium,KaggleMart,Kaggle Advanced Techniques,336.0
45600,45600,2019-08-09,Belgium,KaggleMart,Kaggle Advanced Techniques,346.0
45648,45648,2019-08-10,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
45696,45696,2019-08-11,Belgium,KaggleMart,Kaggle Advanced Techniques,415.0
45744,45744,2019-08-12,Belgium,KaggleMart,Kaggle Advanced Techniques,347.0
45792,45792,2019-08-13,Belgium,KaggleMart,Kaggle Advanced Techniques,335.0
45840,45840,2019-08-14,Belgium,KaggleMart,Kaggle Advanced Techniques,302.0
45888,45888,2019-08-15,Belgium,KaggleMart,Kaggle Advanced Techniques,319.0
45936,45936,2019-08-16,Belgium,KaggleMart,Kaggle Advanced Techniques,346.0
45984,45984,2019-08-17,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
46032,46032,2019-08-18,Belgium,KaggleMart,Kaggle Advanced Techniques,447.0
46080,46080,2019-08-19,Belgium,KaggleMart,Kaggle Advanced Techniques,359.0
46128,46128,2019-08-20,Belgium,KaggleMart,Kaggle Advanced Techniques,337.0
46176,46176,2019-08-21,Belgium,KaggleMart,Kaggle Advanced Techniques,389.0
46224,46224,2019-08-22,Belgium,KaggleMart,Kaggle Advanced Techniques,338.0
46272,46272,2019-08-23,Belgium,KaggleMart,Kaggle Advanced Techniques,327.0
46320,46320,2019-08-24,Belgium,KaggleMart,Kaggle Advanced Techniques,396.0
46368,46368,2019-08-25,Belgium,KaggleMart,Kaggle Advanced Techniques,344.0
46416,46416,2019-08-26,Belgium,KaggleMart,Kaggle Advanced Techniques,310.0
46464,46464,2019-08-27,Belgium,KaggleMart,Kaggle Advanced Techniques,298.0
46512,46512,2019-08-28,Belgium,KaggleMart,Kaggle Advanced Techniques,320.0
46560,46560,2019-08-29,Belgium,KaggleMart,Kaggle Advanced Techniques,301.0
46608,46608,2019-08-30,Belgium,KaggleMart,Kaggle Advanced Techniques,364.0
46656,46656,2019-08-31,Belgium,KaggleMart,Kaggle Advanced Techniques,355.0
