0,mark,prod,date
1468,150.60208,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-05
1469,150.64093,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-06
1470,150.6888,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-07
1471,150.73552,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-08
1472,150.7753,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-09
1473,150.80356,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-10
1474,150.82106,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-11
1475,150.82726,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-12
1476,150.82224,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-13
1477,150.80598,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-14
1478,150.77994,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-15
1479,150.74979,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-16
1480,150.71196,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-17
1481,150.6675,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-18
1482,150.61583,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-19
1483,150.55739,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-20
1484,150.49326,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-21
1485,150.4246,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-22
1486,150.35344,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-23
1487,150.28075,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-24
1488,150.20589,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-25
1489,150.12785,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-26
1490,150.04666,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-27
1491,149.9632,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-28
1492,149.87811,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-29
1493,149.78865,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-30
1494,149.69745,KaggleRama,Kaggle for Kids: One Smart Goose,2020-01-31
1495,149.60457,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-01
1496,149.54053,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-02
1497,149.49533,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-03
1498,149.43661,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-04
1499,149.3676,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-05
1500,149.29301,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-06
1501,149.21584,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-07
1502,149.13814,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-08
1503,149.06116,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-09
1504,148.98555,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-10
1505,148.91162,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-11
1506,148.83946,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-12
1507,148.76901,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-13
1508,148.70012,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-14
1509,148.63249,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-15
1510,148.56601,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-16
1511,148.50058,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-17
1512,148.43608,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-18
1513,148.37227,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-19
1514,148.30904,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-20
1515,148.24628,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-21
1516,148.18427,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-22
1517,148.12274,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-23
1518,148.06151,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-24
1519,148.0006,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-25
1520,147.94006,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-26
1521,147.8799,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-27
1522,147.82002,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-28
1523,147.76042,KaggleRama,Kaggle for Kids: One Smart Goose,2020-02-29
1524,147.70108,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-01
1525,147.66812,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-02
1526,147.65807,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-03
1527,147.64104,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-04
1528,147.6193,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-05
1529,147.59564,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-06
1530,147.5717,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-07
1531,147.5485,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-08
1532,147.52652,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-09
1533,147.50601,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-10
1534,147.48732,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-11
1535,147.4724,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-12
1536,147.46074,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-13
1537,147.45206,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-14
1538,147.44589,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-15
1539,147.442,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-16
1540,147.44012,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-17
1541,147.44005,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-18
1542,147.44159,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-19
1543,147.44458,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-20
1544,147.4491,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-21
1545,147.45479,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-22
1546,147.4614,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-23
1547,147.46904,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-24
1548,147.47751,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-25
1549,147.4868,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-26
1550,147.49689,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-27
1551,147.50787,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-28
1552,147.5195,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-29
1553,147.53186,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-30
1554,147.54489,KaggleRama,Kaggle for Kids: One Smart Goose,2020-03-31
1555,147.5586,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-01
1556,147.56659,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-02
1557,147.597,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-03
1558,147.6209,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-04
1559,147.64006,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-05
1560,147.657,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-06
1561,147.67348,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-07
1562,147.69069,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-08
1563,147.70929,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-09
1564,147.7291,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-10
1565,147.74913,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-11
1566,147.76933,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-12
1567,147.7897,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-13
1568,147.81026,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-14
1569,147.83122,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-15
1570,147.8541,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-16
1571,147.878,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-17
1572,147.90263,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-18
1573,147.92789,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-19
1574,147.95386,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-20
1575,147.97989,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-21
1576,148.00583,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-22
1577,148.03172,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-23
1578,148.05771,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-24
1579,148.0843,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-25
1580,148.1111,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-26
1581,148.1378,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-27
1582,148.16437,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-28
1583,148.19095,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-29
1584,148.21751,KaggleRama,Kaggle for Kids: One Smart Goose,2020-04-30
1585,148.24405,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-01
1586,148.25931,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-02
1587,148.297,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-03
1588,148.32817,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-04
1589,148.35411,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-05
1590,148.37694,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-06
1591,148.39827,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-07
1592,148.41916,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-08
1593,148.44025,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-09
1594,148.4619,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-10
1595,148.48326,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-11
1596,148.50374,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-12
1597,148.52345,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-13
1598,148.54262,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-14
1599,148.56143,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-15
1600,148.58073,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-16
1601,148.60112,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-17
1602,148.622,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-18
1603,148.64294,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-19
1604,148.66385,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-20
1605,148.68437,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-21
1606,148.70464,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-22
1607,148.72464,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-23
1608,148.74419,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-24
1609,148.76292,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-25
1610,148.78102,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-26
1611,148.79877,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-27
1612,148.816,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-28
1613,148.83273,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-29
1614,148.84898,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-30
1615,148.86504,KaggleRama,Kaggle for Kids: One Smart Goose,2020-05-31
1616,148.8811,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-01
1617,148.89088,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-02
1618,148.92056,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-03
1619,148.94373,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-04
1620,148.96152,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-05
1621,148.97606,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-06
1622,148.98886,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-07
1623,149.00098,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-08
1624,149.01302,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-09
1625,149.0253,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-10
1626,149.03703,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-11
1627,149.04738,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-12
1628,149.05647,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-13
1629,149.06456,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-14
1630,149.07187,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-15
1631,149.07994,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-16
1632,149.08846,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-17
1633,149.0972,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-18
1634,149.10571,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-19
1635,149.11404,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-20
1636,149.1219,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-21
1637,149.1291,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-22
1638,149.13538,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-23
1639,149.14062,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-24
1640,149.14491,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-25
1641,149.14833,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-26
1642,149.15094,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-27
1643,149.15285,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-28
1644,149.15398,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-29
1645,149.15436,KaggleRama,Kaggle for Kids: One Smart Goose,2020-06-30
1646,149.15436,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-01
1647,149.13977,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-02
1648,149.14908,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-03
1649,149.15555,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-04
1650,149.15897,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-05
1651,149.1604,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-06
1652,149.16054,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-07
1653,149.15971,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-08
1654,149.15807,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-09
1655,149.15558,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-10
1656,149.15215,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-11
1657,149.14604,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-12
1658,149.13757,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-13
1659,149.12744,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-14
1660,149.11765,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-15
1661,149.1082,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-16
1662,149.09946,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-17
1663,149.09084,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-18
1664,149.08234,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-19
1665,149.07336,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-20
1666,149.06339,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-21
1667,149.05203,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-22
1668,149.03937,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-23
1669,149.02548,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-24
1670,149.0105,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-25
1671,148.99445,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-26
1672,148.97743,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-27
1673,148.95943,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-28
1674,148.9405,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-29
1675,148.92064,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-30
1676,148.90036,KaggleRama,Kaggle for Kids: One Smart Goose,2020-07-31
1677,148.87987,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-01
1678,148.83568,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-02
1679,148.81372,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-03
1680,148.79224,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-04
1681,148.77075,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-05
1682,148.75026,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-06
1683,148.73143,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-07
1684,148.71432,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-08
1685,148.69868,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-09
1686,148.6843,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-10
1687,148.67094,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-11
1688,148.65855,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-12
1689,148.64572,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-13
1690,148.63287,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-14
1691,148.62054,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-15
1692,148.60925,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-16
1693,148.59938,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-17
1694,148.59026,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-18
1695,148.5815,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-19
1696,148.57268,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-20
1697,148.56378,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-21
1698,148.55481,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-22
1699,148.54573,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-23
1700,148.53658,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-24
1701,148.52731,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-25
1702,148.51793,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-26
1703,148.50842,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-27
1704,148.49876,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-28
1705,148.48952,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-29
1706,148.4814,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-30
1707,148.47379,KaggleRama,Kaggle for Kids: One Smart Goose,2020-08-31
1708,148.46576,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-01
1709,148.43826,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-02
1710,148.43124,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-03
1711,148.42581,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-04
1712,148.42139,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-05
1713,148.41888,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-06
1714,148.4189,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-07
1715,148.42172,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-08
1716,148.42738,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-09
1717,148.43582,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-10
1718,148.44678,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-11
1719,148.46005,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-12
1720,148.47536,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-13
1721,148.49245,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-14
1722,148.51108,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-15
1723,148.53104,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-16
1724,148.55215,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-17
1725,148.57431,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-18
1726,148.59734,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-19
1727,148.62115,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-20
1728,148.64569,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-21
1729,148.67085,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-22
1730,148.69656,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-23
1731,148.72275,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-24
1732,148.74937,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-25
1733,148.77635,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-26
1734,148.80362,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-27
1735,148.83415,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-28
1736,148.86594,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-29
1737,148.89743,KaggleRama,Kaggle for Kids: One Smart Goose,2020-09-30
1738,148.92921,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-01
1739,148.94363,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-02
1740,148.97887,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-03
1741,149.01634,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-04
1742,149.0553,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-05
1743,149.0966,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-06
1744,149.14076,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-07
1745,149.18794,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-08
1746,149.23817,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-09
1747,149.29128,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-10
1748,149.34697,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-11
1749,149.40495,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-12
1750,149.46492,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-13
1751,149.52658,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-14
1752,149.58965,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-15
1753,149.65387,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-16
1754,149.71901,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-17
1755,149.7849,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-18
1756,149.85136,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-19
1757,149.91826,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-20
1758,149.98546,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-21
1759,150.05283,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-22
1760,150.12024,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-23
1761,150.18762,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-24
1762,150.25484,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-25
1763,150.32275,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-26
1764,150.3939,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-27
1765,150.46541,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-28
1766,150.53598,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-29
1767,150.6058,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-30
1768,150.67554,KaggleRama,Kaggle for Kids: One Smart Goose,2020-10-31
1769,150.74397,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-01
1770,150.79933,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-02
1771,150.87463,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-03
1772,150.95184,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-04
1773,151.02983,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-05
1774,151.1093,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-06
1775,151.19067,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-07
1776,151.27403,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-08
1777,151.35928,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-09
1778,151.44615,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-10
1779,151.53427,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-11
1780,151.6233,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-12
1781,151.71306,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-13
1782,151.80269,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-14
1783,151.8916,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-15
1784,151.97989,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-16
1785,152.0674,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-17
1786,152.15367,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-18
1787,152.23842,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-19
1788,152.32143,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-20
1789,152.40248,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-21
1790,152.48138,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-22
1791,152.55841,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-23
1792,152.63326,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-24
1793,152.70584,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-25
1794,152.7786,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-26
1795,152.85236,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-27
1796,152.92308,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-28
1797,152.99069,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-29
1798,153.05498,KaggleRama,Kaggle for Kids: One Smart Goose,2020-11-30
1799,153.1168,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-01
1800,153.16447,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-02
1801,153.23302,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-03
1802,153.30174,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-04
1803,153.36923,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-05
1804,153.43591,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-06
1805,153.5021,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-07
1806,153.56808,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-08
1807,153.63351,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-09
1808,153.69699,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-10
1809,153.7558,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-11
1810,153.80972,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-12
1811,153.861,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-13
1812,153.91016,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-14
1813,153.95694,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-15
1814,154.00008,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-16
1815,154.03915,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-17
1816,154.07391,KaggleRama,Kaggle for Kids: One Smart Goose,2020-12-18
